source_path,target_path,cluster,proposed_action,manual_review_required
"/crm-contact-cleanup-enrichment-google-sheets-ai/","/ai-lead-enrichment-google-sheets-guide/","Sheets use cases","merge_content_then_301","yes"
"/crunchbase-export-enrichment-google-sheets-ai/","/ai-lead-enrichment-google-sheets-guide/","Sheets use cases","merge_content_then_301","yes"
"/csv-lead-enrichment-google-sheets-ai/","/ai-lead-enrichment-google-sheets-guide/","Sheets use cases","merge_content_then_301","yes"
"/cybersecurity-account-research-google-sheets-ai/","/google-sheets-ai-account-research-buyers-guide/","Sheets use cases","merge_content_then_301","yes"
"/dental-practice-lead-enrichment-google-sheets-ai/","/ai-lead-enrichment-google-sheets-guide/","Sheets use cases","merge_content_then_301","yes"
"/domain-enrichment-google-sheets-ai/","/ai-lead-enrichment-google-sheets-guide/","Sheets use cases","merge_content_then_301","yes"
"/ecommerce-brand-prospecting-google-sheets-ai/","/ai-lead-enrichment-google-sheets-guide/","Sheets use cases","merge_content_then_301","yes"
"/ecommerce-marketplace-brand-enrichment-google-sheets-ai/","/ai-lead-enrichment-google-sheets-guide/","Sheets use cases","merge_content_then_301","yes"
"/electrician-lead-prospecting-google-sheets-ai/","/ai-lead-enrichment-google-sheets-guide/","Sheets use cases","merge_content_then_301","yes"
"/enrich-so-alternative-google-sheets-ai/","/ai-lead-enrichment-google-sheets-guide/","Sheets use cases","merge_content_then_301","yes"
"/event-planner-vendor-prospecting-google-sheets-ai/","/ai-lead-enrichment-google-sheets-guide/","Sheets use cases","merge_content_then_301","yes"
"/event-sponsor-account-research-google-sheets-ai/","/google-sheets-ai-account-research-buyers-guide/","Sheets use cases","merge_content_then_301","yes"
"/franchise-sales-prospecting-google-sheets-ai/","/ai-lead-enrichment-google-sheets-guide/","Sheets use cases","merge_content_then_301","yes"
"/fullenrich-alternative-google-sheets-ai/","/ai-lead-enrichment-google-sheets-guide/","Sheets use cases","merge_content_then_301","yes"
"/gemini-for-google-sheets-lead-enrichment/","/ai-lead-enrichment-google-sheets-guide/","Sheets use cases","merge_content_then_301","yes"
"/getprospect-alternative-google-sheets-ai/","/ai-lead-enrichment-google-sheets-guide/","Sheets use cases","merge_content_then_301","yes"
"/google-maps-lead-enrichment-google-sheets-ai/","/ai-lead-enrichment-google-sheets-guide/","Sheets use cases","merge_content_then_301","yes"
"/google-maps-local-business-enrichment-google-sheets-ai/","/ai-lead-enrichment-google-sheets-guide/","Sheets use cases","merge_content_then_301","yes"
"/google-maps-prospect-triage-google-sheets-ai/","/ai-lead-enrichment-google-sheets-guide/","Sheets use cases","merge_content_then_301","yes"
"/google-sheets-ai-lead-enrichment-for-realtors/","/ai-lead-enrichment-real-estate-agents-google-sheets/","Sheets use cases","301_direct_duplicate","yes"
"/google-sheets-lead-enrichment-roi-calculator/","/ai-lead-enrichment-google-sheets-guide/","Sheets use cases","merge_content_then_301","yes"
"/google-sheets-lead-enrichment-template-for-car-dealers/","/ai-lead-enrichment-google-sheets-guide/","Sheets use cases","merge_content_then_301","yes"
"/google-sheets-lead-enrichment-template-for-realtors/","/ai-lead-enrichment-real-estate-agents-google-sheets/","Sheets use cases","301_direct_duplicate","yes"
"/gpt-for-sheets-account-research/","/google-sheets-ai-account-research-buyers-guide/","Sheets use cases","merge_content_then_301","yes"
"/grok-for-google-sheets-lead-enrichment/","/ai-lead-enrichment-google-sheets-guide/","Sheets use cases","merge_content_then_301","yes"
"/gym-fitness-studio-lead-enrichment-google-sheets-ai/","/ai-lead-enrichment-google-sheets-guide/","Sheets use cases","merge_content_then_301","yes"
"/home-services-lead-enrichment-google-sheets-ai/","/ai-lead-enrichment-google-sheets-guide/","Sheets use cases","merge_content_then_301","yes"
"/hotel-sales-prospecting-google-sheets-ai/","/ai-lead-enrichment-google-sheets-guide/","Sheets use cases","merge_content_then_301","yes"
"/hubspot-company-domain-enrichment-google-sheets-ai/","/ai-lead-enrichment-google-sheets-guide/","Sheets use cases","merge_content_then_301","yes"
"/hubspot-contact-enrichment-google-sheets-ai/","/ai-lead-enrichment-google-sheets-guide/","Sheets use cases","merge_content_then_301","yes"
"/hubspot-export-account-research-google-sheets-ai/","/google-sheets-ai-account-research-buyers-guide/","Sheets use cases","merge_content_then_301","yes"
"/hubspot-export-enrichment-google-sheets-ai/","/ai-lead-enrichment-google-sheets-guide/","Sheets use cases","merge_content_then_301","yes"
"/hvac-lead-prospecting-google-sheets-ai/","/ai-lead-enrichment-google-sheets-guide/","Sheets use cases","merge_content_then_301","yes"
"/instantly-export-enrichment-google-sheets-ai/","/ai-lead-enrichment-google-sheets-guide/","Sheets use cases","merge_content_then_301","yes"
"/insurance-agency-prospect-list-enrichment-google-sheets-ai/","/ai-lead-enrichment-google-sheets-guide/","Sheets use cases","merge_content_then_301","yes"
"/law-firm-lead-enrichment-google-sheets-ai/","/ai-lead-enrichment-google-sheets-guide/","Sheets use cases","merge_content_then_301","yes"
"/linkedin-company-list-enrichment-google-sheets-ai/","/ai-lead-enrichment-google-sheets-guide/","Sheets use cases","merge_content_then_301","yes"
"/linkedin-event-attendee-enrichment-google-sheets-ai/","/ai-lead-enrichment-google-sheets-guide/","Sheets use cases","merge_content_then_301","yes"
"/linkedin-export-enrichment-google-sheets-ai/","/ai-lead-enrichment-google-sheets-guide/","Sheets use cases","merge_content_then_301","yes"
"/linkedin-lead-list-enrichment-google-sheets-ai/","/ai-lead-enrichment-google-sheets-guide/","Sheets use cases","merge_content_then_301","yes"
"/linkedin-sales-navigator-list-enrichment-google-sheets-ai/","/ai-lead-enrichment-google-sheets-guide/","Sheets use cases","merge_content_then_301","yes"
"/local-business-directory-cleanup-enrichment-google-sheets-ai/","/ai-lead-enrichment-google-sheets-guide/","Sheets use cases","merge_content_then_301","yes"
"/local-business-enrichment-template-google-sheets-ai/","/ai-lead-enrichment-google-sheets-guide/","Sheets use cases","merge_content_then_301","yes"
"/local-lead-gen-agency-prospecting-google-sheets-ai/","/ai-lead-enrichment-google-sheets-guide/","Sheets use cases","merge_content_then_301","yes"
"/local-seo-review-gap-prospecting-google-sheets-ai/","/ai-lead-enrichment-google-sheets-guide/","Sheets use cases","merge_content_then_301","yes"
"/logistics-broker-prospect-research-google-sheets-ai/","/google-sheets-ai-account-research-buyers-guide/","Sheets use cases","merge_content_then_301","yes"
"/logistics-shipper-list-enrichment-google-sheets-ai/","/ai-lead-enrichment-google-sheets-guide/","Sheets use cases","merge_content_then_301","yes"
"/marketplace-seller-lead-enrichment-google-sheets-ai/","/ai-lead-enrichment-google-sheets-guide/","Sheets use cases","merge_content_then_301","yes"
"/medspa-lead-enrichment-google-sheets-ai/","/ai-lead-enrichment-google-sheets-guide/","Sheets use cases","merge_content_then_301","yes"
"/mortgage-broker-referral-list-enrichment-google-sheets-ai/","/ai-lead-enrichment-google-sheets-guide/","Sheets use cases","merge_content_then_301","yes"
"/msp-lead-enrichment-google-sheets-ai/","/ai-lead-enrichment-google-sheets-guide/","Sheets use cases","merge_content_then_301","yes"
"/msp-prospect-enrichment-google-sheets-ai/","/ai-lead-enrichment-google-sheets-guide/","Sheets use cases","merge_content_then_301","yes"
"/nonprofit-grant-prospect-research-google-sheets-ai/","/google-sheets-ai-account-research-buyers-guide/","Sheets use cases","merge_content_then_301","yes"
"/orthodontist-lead-enrichment-google-sheets-ai/","/ai-lead-enrichment-google-sheets-guide/","Sheets use cases","merge_content_then_301","yes"
"/perplexity-for-google-sheets-lead-enrichment/","/ai-lead-enrichment-google-sheets-guide/","Sheets use cases","merge_content_then_301","yes"
"/plumbing-company-lead-prospecting-google-sheets-ai/","/ai-lead-enrichment-google-sheets-guide/","Sheets use cases","merge_content_then_301","yes"
"/podcast-guest-prospect-research-google-sheets-ai/","/google-sheets-ai-account-research-buyers-guide/","Sheets use cases","merge_content_then_301","yes"
"/podcast-guest-prospecting-google-sheets-ai/","/ai-lead-enrichment-google-sheets-guide/","Sheets use cases","merge_content_then_301","yes"
"/podcast-sponsor-prospect-enrichment-google-sheets-ai/","/ai-lead-enrichment-google-sheets-guide/","Sheets use cases","merge_content_then_301","yes"
"/real-estate-agent-lead-enrichment-google-sheets-ai/","/ai-lead-enrichment-real-estate-agents-google-sheets/","Sheets use cases","301_direct_duplicate","yes"
"/recruiter-candidate-source-list-enrichment-google-sheets-ai/","/ai-lead-enrichment-google-sheets-guide/","Sheets use cases","merge_content_then_301","yes"
"/recruiter-client-prospecting-google-sheets-ai/","/ai-lead-enrichment-google-sheets-guide/","Sheets use cases","merge_content_then_301","yes"
"/recruiter-layoff-list-candidate-enrichment-google-sheets-ai/","/ai-lead-enrichment-google-sheets-guide/","Sheets use cases","merge_content_then_301","yes"
"/recruiting-agency-candidate-enrichment-google-sheets-ai/","/ai-lead-enrichment-google-sheets-guide/","Sheets use cases","merge_content_then_301","yes"
"/restaurant-lead-enrichment-google-sheets-ai/","/ai-lead-enrichment-google-sheets-guide/","Sheets use cases","merge_content_then_301","yes"
"/reverse-email-lookup-company-enrichment-google-sheets-ai/","/ai-lead-enrichment-google-sheets-guide/","Sheets use cases","merge_content_then_301","yes"
"/saas-account-research-google-sheets-ai/","/google-sheets-ai-account-research-buyers-guide/","Sheets use cases","merge_content_then_301","yes"
"/saas-review-site-prospect-research-google-sheets-ai/","/google-sheets-ai-account-research-buyers-guide/","Sheets use cases","merge_content_then_301","yes"
"/saas-trial-lead-enrichment-google-sheets-ai/","/ai-lead-enrichment-google-sheets-guide/","Sheets use cases","merge_content_then_301","yes"
"/sales-navigator-export-enrichment-google-sheets-ai/","/ai-lead-enrichment-google-sheets-guide/","Sheets use cases","merge_content_then_301","yes"
"/salesforce-lead-enrichment-google-sheets-ai/","/ai-lead-enrichment-google-sheets-guide/","Sheets use cases","merge_content_then_301","yes"
"/salesforce-stale-account-research-google-sheets-ai/","/google-sheets-ai-account-research-buyers-guide/","Sheets use cases","merge_content_then_301","yes"
"/seo-agency-ai-overview-prospecting-google-sheets-ai/","/ai-lead-enrichment-google-sheets-guide/","Sheets use cases","merge_content_then_301","yes"
"/seo-agency-ai-search-visibility-prospecting-google-sheets-ai/","/ai-lead-enrichment-google-sheets-guide/","Sheets use cases","merge_content_then_301","yes"
"/seo-agency-lead-enrichment-google-sheets-ai/","/ai-lead-enrichment-google-sheets-guide/","Sheets use cases","merge_content_then_301","yes"
"/seo-agency-link-prospect-prioritization-google-sheets-ai/","/ai-lead-enrichment-google-sheets-guide/","Sheets use cases","merge_content_then_301","yes"
"/seo-agency-link-prospect-research-google-sheets-ai/","/google-sheets-ai-account-research-buyers-guide/","Sheets use cases","merge_content_then_301","yes"
"/seo-agency-local-pack-prospecting-google-sheets-ai/","/ai-lead-enrichment-google-sheets-guide/","Sheets use cases","merge_content_then_301","yes"
"/seo-agency-prospect-audit-google-sheets-ai/","/ai-lead-enrichment-google-sheets-guide/","Sheets use cases","merge_content_then_301","yes"
"/seo-agency-prospect-audit-template-google-sheets-ai/","/ai-lead-enrichment-google-sheets-guide/","Sheets use cases","merge_content_then_301","yes"
"/seo-agency-prospect-enrichment-google-sheets-ai/","/ai-lead-enrichment-google-sheets-guide/","Sheets use cases","merge_content_then_301","yes"
"/shopify-b2b-wholesale-lead-enrichment-google-sheets-ai/","/ai-lead-enrichment-google-sheets-guide/","Sheets use cases","merge_content_then_301","yes"
"/shopify-plus-prospect-research-google-sheets-ai/","/google-sheets-ai-account-research-buyers-guide/","Sheets use cases","merge_content_then_301","yes"
"/small-business-enrichment-tool-google-sheets-ai/","/ai-lead-enrichment-google-sheets-guide/","Sheets use cases","merge_content_then_301","yes"
"/smartlead-export-enrichment-google-sheets-ai/","/ai-lead-enrichment-google-sheets-guide/","Sheets use cases","merge_content_then_301","yes"
"/software-agency-prospect-research-google-sheets-ai/","/google-sheets-ai-account-research-buyers-guide/","Sheets use cases","merge_content_then_301","yes"
"/solar-installer-lead-enrichment-google-sheets-ai/","/ai-lead-enrichment-google-sheets-guide/","Sheets use cases","merge_content_then_301","yes"
"/trade-show-attendee-list-enrichment-google-sheets-ai/","/ai-lead-enrichment-google-sheets-guide/","Sheets use cases","merge_content_then_301","yes"
"/used-car-dealer-lead-enrichment-google-sheets-ai/","/ai-lead-enrichment-google-sheets-guide/","Sheets use cases","merge_content_then_301","yes"
"/web-design-agency-local-prospecting-google-sheets-ai/","/ai-lead-enrichment-google-sheets-guide/","Sheets use cases","merge_content_then_301","yes"
"/zoominfo-export-enrichment-google-sheets-ai/","/ai-lead-enrichment-google-sheets-guide/","Sheets use cases","merge_content_then_301","yes"
